concept,db,table,item_id,label,unit,category,extra,status
tidal_vol,mimic,chartevents,2094,Spont VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2311,VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2400,tidal volumes,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2402,sp tidal volumes,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2408,tidal vol,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2420,TIDAL VOLUME,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2534,tidal volume,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2566,Spontaneous VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2990,High Tidal Vol,,,,unmapped_candidate
tidal_vol,mimic,chartevents,2998,Vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,3003,SPNIOT TIDAL VOLUMES,,,,unmapped_candidate
tidal_vol,mimic,chartevents,3004,spontaneous VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,3688,Vt [Spontaneous],,,,unmapped_candidate
tidal_vol,mimic,chartevents,3689,Vt [Ventilator],,,,unmapped_candidate
tidal_vol,mimic,chartevents,3045,SPONT VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,3050,spont tidal volumes,,,,unmapped_candidate
tidal_vol,mimic,chartevents,6289,spontaneous vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,7229,low Vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,6933,exh. vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,6935,insp. vt,,,,unmapped_candidate
tidal_vol,mimic,chartevents,6945,LOW VT,,,,unmapped_candidate
tidal_vol,mimic,chartevents,224421,Spont Vt,mL,Respiratory,,unmapped_candidate
tidal_vol,mimic,chartevents,224743,Vd/Vt Ratio,,Respiratory,,unmapped_candidate
tidal_vol,mimic,labevents,50826,Tidal Volume,,Blood Gas,Blood,unmapped_candidate
tidal_vol,miiv,chartevents,224421,Spont Vt,mL,Respiratory,,unmapped_candidate
tidal_vol,miiv,chartevents,224743,Vd/Vt Ratio,None,Respiratory,,unmapped_candidate
tidal_vol,miiv,labevents,50826,Tidal Volume,,Blood Gas,Blood,unmapped_candidate
tidal_vol,eicu,respiratorycharting,"Tidal Volume, Delivered","Tidal Volume, Delivered",,,,unmapped_candidate
tidal_vol,eicu,respiratorycharting,PULSE OX RESULTS VT,PULSE OX RESULTS VT,,,,unmapped_candidate
tidal_vol,eicu,respiratorycharting,A1: High Exhaled Vt,A1: High Exhaled Vt,,,,unmapped_candidate
tidal_vol,eicu,respiratorycharting,4. RSBI (RR/Vt),4. RSBI (RR/Vt),,,,unmapped_candidate
tidal_vol,eicu,respiratorycharting,Adult Con Setting Spont Exp Vt,Adult Con Setting Spont Exp Vt,,,,unmapped_candidate
tidal_vol,eicu,respiratorycharting,Vt Spontaneous (mL),Vt Spontaneous (mL),,,,unmapped_candidate
urine,aumc,numericitems,7101,Kalium in urine,mmol/l,,,unmapped_candidate
urine,aumc,numericitems,7136,Soortelijkgewicht urine,g/l,,,unmapped_candidate
urine,aumc,numericitems,7839,LH in urine,IE/ml,,,unmapped_candidate
urine,aumc,numericitems,7846,Ureum in urine,mmol/l,,,unmapped_candidate
urine,aumc,numericitems,7848,Natrium in urine,mmol/l,,,unmapped_candidate
urine,aumc,numericitems,8917,Chloor in Urine,mol/l,,,unmapped_candidate
urine,aumc,numericitems,8922,Amylase in Urine,mmol/l,,,unmapped_candidate
urine,aumc,numericitems,9978,IgG (urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,9982,Transferrine (urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,10068,Citraat (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10082,Gluc.Kwan. (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10164,B2-Microglobuline (urine),µg/l,,,unmapped_candidate
urine,aumc,numericitems,10165,B2-MICRO (urine),µg/l,,,unmapped_candidate
urine,aumc,numericitems,10252,DHEA-sulfaat (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,10258,Metanefrine (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,10259,Normetanefrine (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,10269,Natrium (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10270,Natrium  (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10271,Kalium (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10272,Kalium  (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10273,Chloor (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10274,CHLOOR (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10275,Calcium totaal (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10276,CALCIUM (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10277,Fosfaat (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10278,Fosfaat  (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10280,Ureum (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10281,Ureum  (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10287,Volume (verz.urine),ml,,,unmapped_candidate
urine,aumc,numericitems,10294,Magnesium (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10295,Magnesium  (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10300,H.O.P. (urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10301,H.O.P. (verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10318,Porfyrine (urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10319,Porfyrine  (verz. urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10321,P.B.G. (urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10322,P.B.G.   (verz. urine ),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10324,D-Ala (urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10325,D-Ala  (verz. urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10346,Totaal Stikstof (urine),g/l,,,unmapped_candidate
urine,aumc,numericitems,10347,TOT.STIKST (verz. urine),g/l,,,unmapped_candidate
urine,aumc,numericitems,10351,IG-G (verz. urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,10353,TRANSFER. (verz. urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,10369,Koper (urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10370,KOPER (verz. urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10373,Gluc.Kwan. ( verz. urine),mmol/l,,,unmapped_candidate
urine,aumc,numericitems,10381,Ammoniak  (urine),µmol/l,,,unmapped_candidate
urine,aumc,numericitems,10382,Micro-albumine (urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,10383,MICRO-ALB. (verz. urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,11492,S.M. (urine),Geen,,,unmapped_candidate
urine,aumc,numericitems,11494,Eo's (urine),Geen,,,unmapped_candidate
urine,aumc,numericitems,11863,Para % TE  (urine),Geen,,,unmapped_candidate
urine,aumc,numericitems,11900,Kreat.klaring (urine),ml/min,,,unmapped_candidate
urine,aumc,numericitems,11901,KREAT.KLAR (verz. urine),ml/min,,,unmapped_candidate
urine,aumc,numericitems,11941,Vrij Cortisol (verz. urine),nmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,11988,Amylase (urine),E/l,,,unmapped_candidate
urine,aumc,numericitems,12162,D-Ala (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12196,Leuco sed (urine),/veld,,,unmapped_candidate
urine,aumc,numericitems,12213,P.B.G.  (verz. urine ),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12215,Porfyrine (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12217,Calcium totaal (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12219,Chloor  (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12223,Fosfaat (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12228,Kalium (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12232,Magnesium (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12234,Natrium (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,12241,Micro-albumine (verz. urine),mg/24uur,,,unmapped_candidate
urine,aumc,numericitems,12252,Ureum (verz. urine),mmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,14322,A1-Microglobuline (urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,14327,VRY-KAPPA (verz. urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,14330,VRY-LAMBDA (verz. urine),mg/l,,,unmapped_candidate
urine,aumc,numericitems,14333,vryK/Lratio  (urine),Geen,,,unmapped_candidate
urine,aumc,numericitems,14364,Mpro-Band1 (urine),g/l,,,unmapped_candidate
urine,aumc,numericitems,14365,Mpro-band1 (verz. urine),g/l,,,unmapped_candidate
urine,aumc,numericitems,18486,P.B.G. (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,18572,Verzamelperiode (verz. urine),uur,,,unmapped_candidate
urine,aumc,numericitems,18927,3-Methoxythyramine (verz. urine),µmol/24uur,,,unmapped_candidate
urine,aumc,numericitems,19353,Can-Kreat ratio (urine),µg/mmol,,,unmapped_candidate
urine,mimic,chartevents,941,urine culture,,,,unmapped_candidate
urine,mimic,chartevents,4855,Urine culture,,,,unmapped_candidate
urine,mimic,chartevents,706,Urine [Color],,,,unmapped_candidate
urine,mimic,chartevents,707,Urine Source,,,,unmapped_candidate
urine,mimic,chartevents,3140,Urine Cl-,,,,unmapped_candidate
urine,mimic,chartevents,1917,Urine Na+,,,,unmapped_candidate
urine,mimic,chartevents,1918,Urine Osm,,,,unmapped_candidate
urine,mimic,chartevents,1919,Urine creat,,,,unmapped_candidate
urine,mimic,chartevents,5810,urine calcium,,,,unmapped_candidate
urine,mimic,chartevents,5812,Urine lytes,,,,unmapped_candidate
urine,mimic,chartevents,5898,urine na,,,,unmapped_candidate
urine,mimic,chartevents,3817,Urine Heme,,Urine,,unmapped_candidate
urine,mimic,chartevents,3818,Urine Ketones,,Urine,,unmapped_candidate
urine,mimic,chartevents,3819,Urine Leukocytes,,Urine,,unmapped_candidate
urine,mimic,chartevents,2224,URINE CREAT,,,,unmapped_candidate
urine,mimic,chartevents,2225,URINE NA,,,,unmapped_candidate
urine,mimic,chartevents,2226,URINE OSMO,,,,unmapped_candidate
urine,mimic,chartevents,2688,URINE CL.,,,,unmapped_candidate
urine,mimic,chartevents,2690,URINE OSM,,,,unmapped_candidate
urine,mimic,chartevents,2691,URINE POTASSIUM,,,,unmapped_candidate
urine,mimic,chartevents,2692,URINE SODIUM,,,,unmapped_candidate
urine,mimic,chartevents,6204,urine for CMV,,,,unmapped_candidate
urine,mimic,chartevents,6226,urine for AA,,,,unmapped_candidate
urine,mimic,chartevents,6304,urine cath,,,,unmapped_candidate
urine,mimic,chartevents,7292,Urine source #2,,,,unmapped_candidate
urine,mimic,outputevents,40534,urine flush,,Free Form Intake,,unmapped_candidate
urine,mimic,chartevents,8480,Urine [Appearance],,,,unmapped_candidate
urine,mimic,outputevents,41857,urine out in er,,,,unmapped_candidate
urine,mimic,outputevents,42001,ER URINE,,,,unmapped_candidate
urine,mimic,outputevents,42362,CATH LAB URINE OUTPT,,,,unmapped_candidate
urine,mimic,outputevents,42463,cath lab urine,,,,unmapped_candidate
urine,mimic,outputevents,42507,TRUE URINE,,,,unmapped_candidate
urine,mimic,outputevents,42510,Urine in cath lab,,,,unmapped_candidate
urine,mimic,outputevents,42556,CC6 URINE,,,,unmapped_candidate
urine,mimic,outputevents,42676,ANGIO URINE OUTPUT,,,,unmapped_candidate
urine,mimic,outputevents,43171,URINE CC/KG/HR,,,,unmapped_candidate
urine,mimic,outputevents,40288,PACU Out PACU Urine,,,,unmapped_candidate
urine,mimic,outputevents,42042,ANGIO URINE OUT,,,,unmapped_candidate
urine,mimic,outputevents,42068,angio Urine output,,,,unmapped_candidate
urine,mimic,outputevents,42111,ANGIO FOLEY URINE,,,,unmapped_candidate
urine,mimic,outputevents,42119,urine output-angio,,,,unmapped_candidate
urine,mimic,outputevents,42209,IRRIGANT AND URINE,,,,unmapped_candidate
urine,mimic,outputevents,40061,OR Out OR Urine,,,,unmapped_candidate
urine,mimic,outputevents,43897,urine in er.,,,,unmapped_candidate
urine,mimic,outputevents,43931,Floor urine out,,,,unmapped_candidate
urine,mimic,outputevents,43966,real urine output,,,,unmapped_candidate
urine,mimic,outputevents,44080,EW Urine,,,,unmapped_candidate
urine,mimic,outputevents,44103,ER urine out,,,,unmapped_candidate
urine,mimic,outputevents,44132,Procedure urine out,,,,unmapped_candidate
urine,mimic,outputevents,44237,E.R. urine out,,,,unmapped_candidate
urine,mimic,outputevents,44313,f10 urine,,,,unmapped_candidate
urine,mimic,outputevents,43348,urine output/kg,,,,unmapped_candidate
urine,mimic,outputevents,43355,urine/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,43365,urine output/kg/hr,,,,unmapped_candidate
urine,mimic,outputevents,43372,24hr urine output,,,,unmapped_candidate
urine,mimic,outputevents,43373,urine cc/kg/hr,,,,unmapped_candidate
urine,mimic,outputevents,43374,URINE CC?KG?HR,,,,unmapped_candidate
urine,mimic,outputevents,43380,urine outpt cc/kg/hr,,,,unmapped_candidate
urine,mimic,outputevents,43431,Urine cc/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,43462,urine,,,,unmapped_candidate
urine,mimic,outputevents,43522,Urine cc/kg/hr,,,,unmapped_candidate
urine,mimic,outputevents,44706,urine output,,,,unmapped_candidate
urine,mimic,outputevents,44911,urine output farr-10,,,,unmapped_candidate
urine,mimic,outputevents,44925,true urine,,,,unmapped_candidate
urine,mimic,outputevents,42810,angio urine out,,,,unmapped_candidate
urine,mimic,outputevents,42859,ANGIO URINE,,,,unmapped_candidate
urine,mimic,outputevents,43093,URINE ED,,,,unmapped_candidate
urine,mimic,outputevents,44325,ED URINE OUTPUT,,,,unmapped_candidate
urine,mimic,outputevents,44506,farr7-output/urine,,,,unmapped_candidate
urine,mimic,outputevents,43856,urine cc/k/ghr,,,,unmapped_candidate
urine,mimic,outputevents,45304,Urine output cc/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,46532,Floor urine,,,,unmapped_candidate
urine,mimic,outputevents,46578,URINE OUTPUT-ER,,,,unmapped_candidate
urine,mimic,outputevents,46658,ED Urine output,,,,unmapped_candidate
urine,mimic,outputevents,46748,Cath Lab Urine Out,,,,unmapped_candidate
urine,mimic,outputevents,40651,Urine Out Ureteral Stent #2,,,,unmapped_candidate
urine,mimic,outputevents,44752,inc urine,,,,unmapped_candidate
urine,mimic,outputevents,44824,EW urine output,,,,unmapped_candidate
urine,mimic,outputevents,44837,ED URINE,,,,unmapped_candidate
urine,mimic,outputevents,43576,24hr Urine cc/kg/hr,,,,unmapped_candidate
urine,mimic,outputevents,43589,urine cc/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,43633,"Urine,cc/kg/day",,,,unmapped_candidate
urine,mimic,outputevents,43811,urine out: cc/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,43812,urine out:cc/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,46177,URINE OUT-ANGIO,,,,unmapped_candidate
urine,mimic,outputevents,46727,urine from floor,,,,unmapped_candidate
urine,mimic,outputevents,46804,Farr  5 urine,,,,unmapped_candidate
urine,mimic,outputevents,43987,urine out or,,,,unmapped_candidate
urine,mimic,outputevents,44051,floor urine,,,,unmapped_candidate
urine,mimic,outputevents,44253,Urine out angio,,,,unmapped_candidate
urine,mimic,outputevents,44278,ER urine,,,,unmapped_candidate
urine,mimic,outputevents,46180,urine out-angio,,,,unmapped_candidate
urine,mimic,outputevents,45804,URINE OUTPUT-E.D.,,,,unmapped_candidate
urine,mimic,outputevents,45841,bladder irrig/urine,,,,unmapped_candidate
urine,mimic,outputevents,45927,True Urine,,,,unmapped_candidate
urine,mimic,outputevents,42592,VICU URINE OUT,,,,unmapped_candidate
urine,mimic,outputevents,42666,E.R. URINE OUT,,,,unmapped_candidate
urine,mimic,outputevents,42765,FARR 6 URINE OUT,,,,unmapped_candidate
urine,mimic,outputevents,42892,EW URINE OUT,,,,unmapped_candidate
urine,mimic,outputevents,43053,URINE OUT,,,,unmapped_candidate
urine,mimic,outputevents,43057,FARR 6 URINE,,,,unmapped_candidate
urine,mimic,outputevents,42130,ANGIO URINE O/P,,,,unmapped_candidate
urine,mimic,outputevents,41922,angio urine,,,,unmapped_candidate
urine,mimic,outputevents,43333,urine cc's/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,43347,urine cc/kg,,,,unmapped_candidate
urine,mimic,outputevents,44684,floor urine out,,,,unmapped_candidate
urine,mimic,outputevents,44834,er urine out,,,,unmapped_candidate
urine,mimic,outputevents,43638,urine output cc/k/hr,,,,unmapped_candidate
urine,mimic,outputevents,43654,urine o/p cc/kg/hr,,,,unmapped_candidate
urine,mimic,outputevents,43519,urine amnt,,,,unmapped_candidate
urine,mimic,outputevents,43537,urine o/p,,,,unmapped_candidate
urine,mimic,outputevents,42366,angio urine output,,,,unmapped_candidate
urine,mimic,outputevents,45991,ew-urine output,,,,unmapped_candidate
urine,mimic,procedureevents_mv,225454,Urine Culture,,6-Cultures,,unmapped_candidate
urine,mimic,chartevents,224015,Urine Source,,GI/GU,,unmapped_candidate
urine,mimic,chartevents,224016,Urine Color,,GI/GU,,unmapped_candidate
urine,mimic,outputevents,227489,GU Irrigant/Urine Volume Out,mL,Output,,unmapped_candidate
urine,mimic,chartevents,227471,Specific Gravity (urine),,Labs,,unmapped_candidate
urine,mimic,microbiologyevents,70077,URINE,,SPECIMEN,,unmapped_candidate
urine,mimic,microbiologyevents,70078,"URINE,PROSTATIC MASSAGE",,SPECIMEN,,unmapped_candidate
urine,mimic,microbiologyevents,70079,URINE,,SPECIMEN,,unmapped_candidate
urine,mimic,microbiologyevents,70080,"URINE,KIDNEY",,SPECIMEN,,unmapped_candidate
urine,mimic,microbiologyevents,70081,URINE,,SPECIMEN,,unmapped_candidate
urine,mimic,microbiologyevents,70082,"URINE,SUPRAPUBIC ASPIRATE",,SPECIMEN,,unmapped_candidate
urine,mimic,chartevents,220799,ZSpecific Gravity (urine),,Labs,,unmapped_candidate
urine,mimic,chartevents,224876,Urine Appearance,,GI/GU,,unmapped_candidate
urine,mimic,outputevents,45415,ED Urine OUT,,,,unmapped_candidate
urine,mimic,outputevents,226627,OR Urine,mL,Output,,unmapped_candidate
urine,mimic,outputevents,226631,PACU Urine,mL,Output,,unmapped_candidate
urine,mimic,labevents,51461,Ammonium Biurate,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51463,Bacteria,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51464,Bilirubin,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51465,Bilirubin Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51466,Blood,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51467,Broad Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51468,Calcium Carbonate Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51469,Calcium Oxalate Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51471,Cellular Cast,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51472,Cholesterol Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51066,24 hr Calcium,,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51069,"Albumin, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51072,"Amylase, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51074,"Barbiturate Screen, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51075,"Benzodiazepine Screen, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51076,"Bicarbonate, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51077,"Calcium, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51078,"Chloride, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51079,"Cocaine, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51083,"Ethanol, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51085,"HCG, Urine, Qualitative",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51086,"Immunofixation, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51087,Length of Urine Collection,,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51088,"Magnesium, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51089,Marijuana,,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51090,"Methadone, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51091,"Myoglobin, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51092,"Opiate Screen, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51097,"Potassium, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51100,"Sodium, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51101,Total Collection Time,,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51103,Uhold,,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51104,"Urea Nitrogen, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51105,"Uric Acid, Urine",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51107,"Urine tube, held",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51108,Urine Volume,,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51109,"Urine Volume, Total",,Chemistry,Urine,unmapped_candidate
urine,mimic,labevents,51473,Cysteine Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51475,Epithelial Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51476,Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51477,Free Fat,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51479,Granular Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51480,Hematocrit,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51481,Hemosiderin,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51482,Hyaline Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51484,Ketone,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51485,Leucine Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51486,Leukocytes,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51487,Nitrite,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51488,Non-squamous Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51489,NonSquamous Epithelial Cell,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51490,Oval Fat Body,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51493,RBC,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51494,RBC Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51495,RBC Clumps,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51496,"Reducing Substances, Urine",,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51497,Renal Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51498,Specific Gravity,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51499,Sperm,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51500,Sulfonamides,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51501,Transitional Epithelial Cells,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51502,Trichomonas,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51504,Tyrosine Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51505,Uric Acid Crystals,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51506,Urine Appearance,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51507,"Urine Casts, Other",,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51508,Urine Color,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51509,Urine Comments,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51510,"Urine Crystals, Other",,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51511,Urine Fat Bodies,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51512,Urine Mucous,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51513,Urine Specimen Type,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51514,Urobilinogen,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51515,Waxy Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51516,WBC,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51517,WBC Casts,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51518,WBC Clumps,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51519,Yeast,,Hematology,Urine,unmapped_candidate
urine,mimic,labevents,51523,GR HOLD,,CHEMISTRY,URINE,unmapped_candidate
urine,mimic,labevents,51524,FATTY,,HEMATOLOGY,URINE,unmapped_candidate
urine,mimic,labevents,51531,STDYURINE,,CHEMISTRY,URINE,unmapped_candidate
urine,mimic,labevents,51542,PROBLEM SPECIMEN,,HEMATOLOGY,URINE,unmapped_candidate
urine,mimic,labevents,51548,VOIDED SPECIMEN,,HEMATOLOGY,URINE,unmapped_candidate
urine,mimic,labevents,51553,VOIDED SPECIMEN,,CHEMISTRY,URINE,unmapped_candidate
urine,miiv,chartevents,220799,ZSpecific Gravity (urine),None,Labs,,unmapped_candidate
urine,miiv,chartevents,224015,Urine Source,,GI/GU,,unmapped_candidate
urine,miiv,chartevents,224016,Urine Color,,GI/GU,,unmapped_candidate
urine,miiv,chartevents,224876,Urine Appearance,,GI/GU,,unmapped_candidate
urine,miiv,procedureevents,225454,Urine Culture,None,6-Cultures,,unmapped_candidate
urine,miiv,outputevents,226627,OR Urine,mL,Output,,unmapped_candidate
urine,miiv,outputevents,226631,PACU Urine,mL,Output,,unmapped_candidate
urine,miiv,chartevents,227471,Specific Gravity (urine),None,Labs,,unmapped_candidate
urine,miiv,outputevents,227489,GU Irrigant/Urine Volume Out,mL,Output,,unmapped_candidate
urine,miiv,labevents,51066,24 hr Calcium,,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51069,"Albumin, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51072,"Amylase, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51074,"Barbiturate Screen, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51075,"Benzodiazepine Screen, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51076,"Bicarbonate, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51077,"Calcium, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51078,"Chloride, Urine",,Chemistry,Urine,unmapped_candidate
urine,miiv,labevents,51079,"Cocaine, Urine",,Chemistry,Urine,unmapped_candidate
